track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,combined
acapulco,jason derulo,1,2021,9,1,3098,0,363467642,111,5,182,1,0,122,A#,Major,77,51,79,5,0,16,5,acapulco jason derulo
daddy issues,the neighbourhood,1,2015,10,30,9771,4,1127468248,42,70,384,0,3,85,A#,Major,59,33,52,7,15,12,3,daddy issues the neighbourhood
thought i was playing,"21 savage, gunna",2,2022,1,7,807,0,60680939,3,0,5,0,0,148,C#,Major,68,29,73,0,0,7,7,"thought i was playing 21 savage, gunna"
eleven,ive,1,2021,12,1,521,1,247737946,17,89,11,0,0,120,A,Major,83,59,73,6,0,5,11,eleven ive
mood (feat. iann dior),"24kgoldn, iann dior",2,2020,7,24,12854,0,1699402402,237,27,636,0,,91,G,Minor,70,76,72,22,0,27,4,"mood (feat. iann dior) 24kgoldn, iann dior"
what else can i do?,"stephanie beatriz, diane guerrero",2,2021,11,19,802,0,154797871,13,27,8,0,0,120,E,Major,72,54,71,26,0,10,4,"what else can i do? stephanie beatriz, diane guerrero"
dance crip,trueno,1,2021,11,17,731,0,198883004,14,14,24,0,4,106,,Major,86,86,79,11,0,8,9,dance crip trueno
miserable man,david kushner,1,2022,1,7,788,0,124407432,13,0,32,1,0,110,A#,Major,63,31,35,93,0,29,3,miserable man david kushner
happier,olivia rodrigo,1,2021,5,21,3069,4,850608354,25,46,105,0,45,169,F#,Major,39,36,45,81,0,8,13,happier olivia rodrigo
praise god,kanye west,1,2021,8,29,4651,0,376333030,24,6,105,0,0,118,C#,Major,80,21,55,1,0,26,17,praise god kanye west
get into it (yuh),doja cat,1,2021,6,25,4999,0,516784627,43,19,73,12,0,92,G#,Minor,91,79,66,32,0,9,16,get into it (yuh) doja cat
before you go,lewis capaldi,1,2019,11,1,8327,24,1608045237,205,130,625,0,25,112,D#,Major,45,19,60,63,0,9,6,before you go lewis capaldi
sky,playboi carti,1,2020,12,25,3297,3,506778838,25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21,sky playboi carti
rolling in the deep,adele,1,2010,11,29,35684,6,1472799873,195,125,"6,280",2,78,105,G#,Major,73,52,76,13,0,5,3,rolling in the deep adele
sobrio,maluma,1,2021,7,8,3506,10,513643924,103,76,100,1,1,178,F,Major,76,63,77,14,0,15,22,sobrio maluma
peru,"ed sheeran, fireboy dml",2,2021,12,23,2999,0,261286503,60,17,154,0,22,108,G,Minor,96,71,42,57,0,8,9,"peru ed sheeran, fireboy dml"
favorite crime,olivia rodrigo,1,2021,5,21,3681,0,783706581,20,21,99,0,7,173,A,Major,40,19,29,86,0,34,4,favorite crime olivia rodrigo
thunder,"prezioso, gabry ponte, lum!x",3,2021,5,7,4846,10,422691058,54,16,259,0,13,101,C#,Major,67,40,90,3,0,34,6,"thunder prezioso, gabry ponte, lum!x"
the business,tiï¿½ï¿,1,2020,1,1,14311,0,1062345656,255,32,582,0,14,120,G#,Minor,80,24,62,41,2,11,23,the business tiï¿½ï¿
positions,ariana grande,1,2020,10,23,8207,0,1252563873,175,55,95,0,2,144,,Major,73,66,80,44,0,9,12,positions ariana grande
i wanna be your slave,mï¿½ï¿½ne,1,2021,3,19,4873,0,851070493,65,88,434,3,13,133,C#,Major,75,96,61,0,0,18,4,i wanna be your slave mï¿½ï¿½ne
vai lï¿½ï¿½ em casa,"marï¿½ï¿½lia mendonï¿½ï¿½a, george henrique &",2,2021,10,22,772,0,263894529,7,3,89,0,0,158,G#,Minor,46,62,83,53,0,97,28,"vai lï¿½ï¿½ em casa marï¿½ï¿½lia mendonï¿½ï¿½a, george henrique &"
the feels,twice,1,2021,10,1,1150,0,345903614,20,99,44,0,2,120,A,Major,81,92,90,9,0,8,7,the feels twice
heartbreak anniversary,giveon,1,2020,2,21,5398,4,951637566,111,127,210,0,37,129,,Major,61,59,46,56,0,13,5,heartbreak anniversary giveon
no lie,"sean paul, dua lipa",2,2016,11,18,7370,0,956865266,92,127,"1,219",0,62,102,G,Major,74,45,89,5,0,26,13,"no lie sean paul, dua lipa"
out out (feat. charli xcx & saweetie),"charli xcx, jax jones, joel corry, saweetie",4,2021,8,13,6890,0,427486004,122,11,201,0,1,124,G#,Minor,79,79,84,2,0,5,5,"out out (feat. charli xcx & saweetie) charli xcx, jax jones, joel corry, saweetie"
pope is a rockstar,sales,1,2016,4,20,1966,0,156658366,4,2,50,0,0,90,E,Minor,73,31,45,85,24,11,3,pope is a rockstar sales
2055,sleepy hallow,1,2021,4,14,2226,0,624515457,29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31,2055 sleepy hallow
bored,billie eilish,1,2017,3,30,4204,0,777765388,39,45,250,0,0,120,G,Major,60,11,33,90,0,8,5,bored billie eilish
happier than ever - edit,billie eilish,1,2021,7,28,1959,0,412795151,19,0,38,0,0,81,,Major,45,12,57,7,0,23,3,happier than ever - edit billie eilish
astronaut in the ocean,masked wolf,1,2019,1,1,7191,0,1138474110,146,18,478,0,7,150,E,Minor,78,47,70,18,0,15,9,astronaut in the ocean masked wolf
ley seca,"anuel aa, jhay cortez",2,2021,9,2,2012,0,355219175,101,12,38,0,0,105,G#,Major,76,58,84,10,0,13,10,"ley seca anuel aa, jhay cortez"
every summertime,niki,1,2021,8,10,1211,2,290228626,30,2,5,0,6,79,F#,Major,63,76,67,38,0,6,4,every summertime niki
talking to the moon,bruno mars,1,2010,10,4,7109,2,1062956628,5,0,862,0,0,146,C#,Minor,52,7,61,51,0,11,3,talking to the moon bruno mars
you broke me first,tate mcrae,1,2020,4,17,6638,0,1180094974,167,19,318,0,1,124,E,Major,64,8,37,79,0,9,5,you broke me first tate mcrae
the nights,avicii,1,2014,1,1,17354,8,1456081449,92,122,"1,282",0,55,126,F#,Major,53,66,85,2,0,24,4,the nights avicii
take my breath,the weeknd,1,2021,8,6,6392,0,432702334,174,73,344,0,0,121,G#,Major,75,53,74,2,0,11,5,take my breath the weeknd
way 2 sexy (with future & young thug),"drake, future, young thug",3,2021,9,3,5481,0,489945871,144,30,86,0,0,136,B,Minor,80,33,60,0,0,32,14,"way 2 sexy (with future & young thug) drake, future, young thug"
cï¿½ï¿½,rauw alejandro,1,2021,6,25,2636,3,465959382,36,82,39,0,5,102,A,Minor,77,26,63,58,0,11,5,cï¿½ï¿½ rauw alejandro
enemy - from the series arcane league of legends,"imagine dragons, league of legends, arcane",3,2021,10,27,824,0,1223481149,8,8,8,2,0,77,G,Major,73,54,74,23,0,41,23,"enemy - from the series arcane league of legends imagine dragons, league of legends, arcane"
dance monkey,tones and i,1,2019,5,10,24529,0,2864791672,533,167,"3,595",6,,98,F#,Minor,82,54,59,69,0,18,10,dance monkey tones and i
lucid dreams,juice wrld,1,2017,6,15,14749,0,2288695111,188,34,710,0,5,84,B,Minor,44,22,48,38,0,33,24,lucid dreams juice wrld
quï¿½ï¿½ mï¿½ï¿,"j balvin, maria becerra",2,2021,1,28,8087,0,720825549,92,34,131,0,0,102,G#,Major,89,77,82,3,0,17,11,"quï¿½ï¿½ mï¿½ï¿ j balvin, maria becerra"
all of me,john legend,1,2013,8,1,27221,0,2086124197,308,118,"4,534",2,77,120,G#,Major,42,33,26,92,0,13,3,all of me john legend
smells like teen spirit - remastered 2021,nirvana,1,1991,9,10,49991,9,1690192927,265,121,"12,367",4,160,117,C#,Major,52,73,91,0,0,11,7,smells like teen spirit - remastered 2021 nirvana
arcade,duncan laurence,1,2019,3,7,6646,0,991336132,107,47,584,1,,72,A,Minor,45,27,33,82,0,14,4,arcade duncan laurence
fair trade (with travis scott),"drake, travis scott",2,2021,9,3,5403,6,593917618,118,116,96,0,3,168,C#,Major,67,29,47,5,0,22,26,"fair trade (with travis scott) drake, travis scott"
bar,"tini, l-gante",2,2021,11,11,755,4,200972675,22,3,0,0,0,94,C#,Major,52,68,69,13,0,33,8,"bar tini, l-gante"
the rumbling (tv size),sim,1,2022,1,10,254,0,71014967,0,4,23,0,0,145,G#,Major,41,65,88,0,0,26,5,the rumbling (tv size) sim
family ties (with kendrick lamar),"kendrick lamar, baby keem",2,2021,8,27,6308,5,560222750,114,15,63,0,2,134,C#,Major,71,14,61,1,0,23,33,"family ties (with kendrick lamar) kendrick lamar, baby keem"
mr. brightside,the killers,1,2003,9,23,51979,15,1806617704,306,99,"5,063",2,120,148,C#,Major,35,24,93,0,0,10,8,mr. brightside the killers
blessed-cursed,enhypen,1,2022,1,10,246,0,77337771,2,12,10,0,0,127,E,Minor,60,40,89,9,0,60,6,blessed-cursed enhypen
am remix,"j balvin, nio garcia, bad bunny",3,2021,6,24,6556,0,528544703,93,5,67,1,0,172,F#,Minor,74,79,66,11,0,8,16,"am remix j balvin, nio garcia, bad bunny"
streets,doja cat,1,2019,11,7,5728,0,865640097,85,87,179,0,12,90,B,Major,75,19,46,21,4,34,8,streets doja cat
shallow,"lady gaga, bradley cooper",2,2018,9,27,16636,12,2159346687,368,155,"2,854",6,121,96,G,Major,57,30,40,38,0,26,3,"shallow lady gaga, bradley cooper"
polaroid love,enhypen,1,2022,1,10,461,0,211372494,10,56,17,0,0,138,G,Minor,74,65,67,46,0,36,4,polaroid love enhypen
leave before you love me (with jonas brothers),"marshmello, jonas brothers",2,2021,4,28,4893,4,651732901,143,24,110,0,70,120,G,Major,72,67,72,0,0,13,4,"leave before you love me (with jonas brothers) marshmello, jonas brothers"
permission to dance,bts,1,2021,7,9,1801,2,608334048,77,134,74,0,2,125,A,Major,70,65,74,1,0,34,4,permission to dance bts
friday (feat. mufasa & hypeman) - dopamine re-edit,"riton, nightcrawlers, mufasa & hypeman, dopamine",4,2021,1,15,12043,0,863756573,209,54,710,0,18,123,D,Major,82,80,86,1,0,30,13,"friday (feat. mufasa & hypeman) - dopamine re-edit riton, nightcrawlers, mufasa & hypeman, dopamine"
rapstar,polo g,1,2021,4,9,4731,0,797402345,141,12,78,0,0,81,F#,Major,79,44,54,41,0,13,24,rapstar polo g
'till i collapse,"eminem, nate dogg",2,2002,5,26,22923,0,1695712020,78,46,"2,515",1,0,171,C#,Major,55,10,85,7,0,8,20,"'till i collapse eminem, nate dogg"
memories,maroon 5,1,2019,9,20,9974,2,1759567999,272,67,"1,066",1,19,91,B,Major,77,60,32,84,0,8,5,memories maroon 5
se le ve,"arcangel, de la ghetto, justin quiles, lenny tavï¿½ï¿½rez, sech, dalex, dimelo flow, rich music",8,2021,8,12,1560,0,223319934,72,0,0,0,0,84,G,Minor,56,61,76,10,0,14,11,"se le ve arcangel, de la ghetto, justin quiles, lenny tavï¿½ï¿½rez, sech, dalex, dimelo flow, rich music"
25k jacket (feat. lil baby),"gunna, lil baby",2,2022,1,7,620,0,54937991,17,3,3,0,0,115,F,Minor,90,74,54,16,0,13,28,"25k jacket (feat. lil baby) gunna, lil baby"
when iï¿½ï¿½ï¿½m gone (with katy,"katy perry, alesso",2,2021,12,29,3270,0,226897599,89,21,65,0,0,125,,Major,69,70,89,4,0,49,3,"when iï¿½ï¿½ï¿½m gone (with katy katy perry, alesso"
esqueï¿½ï¿½a-me se for c,"marï¿½ï¿½lia mendonï¿½ï¿½a, maiara &",2,2021,10,14,580,0,258316038,24,92,93,0,0,122,F#,Minor,80,62,69,28,0,13,7,"esqueï¿½ï¿½a-me se for c marï¿½ï¿½lia mendonï¿½ï¿½a, maiara &"
miï¿½ï¿½n,"tini, maria becerra",2,2021,4,29,3406,16,596152090,61,23,70,1,0,92,D,Major,85,92,54,16,0,29,7,"miï¿½ï¿½n tini, maria becerra"
sï¿½ï¿½,"anuel aa, myke towers, jhay cortez",3,2021,11,18,903,0,177129919,30,26,15,0,0,90,F#,Minor,63,75,75,17,0,11,8,"sï¿½ï¿½ anuel aa, myke towers, jhay cortez"
mamiii,"karol g, becky g",2,2022,2,10,6809,28,716591492,151,102,175,5,29,94,E,Minor,84,90,70,9,0,14,8,"mamiii karol g, becky g"
still d.r.e.,"dr. dre, snoop dogg",2,1999,1,1,33966,0,1210599487,141,78,"6,591",1,0,93,B,Major,81,53,78,18,0,6,24,"still d.r.e. dr. dre, snoop dogg"
stay alive (prod. suga of bts),jung kook,1,2022,2,11,590,5,246376690,4,113,20,0,1,130,D,Minor,51,50,76,30,0,10,7,stay alive (prod. suga of bts) jung kook
boyfriend,dove cameron,1,2022,2,11,3766,0,496311364,76,0,102,0,2,180,G,Minor,35,23,61,23,0,19,6,boyfriend dove cameron
the joker and the queen (feat. taylor swift),"ed sheeran, taylor swift",2,2022,2,11,1430,0,146789379,46,1,34,0,0,134,,Major,53,31,31,92,0,28,3,"the joker and the queen (feat. taylor swift) ed sheeran, taylor swift"
the next episode,"dr. dre, snoop dogg",2,1999,1,1,31762,0,843309044,142,40,"5,451",1,953,95,D#,Minor,92,31,89,3,0,8,25,"the next episode dr. dre, snoop dogg"
light switch,charlie puth,1,2022,1,19,4049,0,500340342,119,6,85,1,1,184,F#,Major,69,91,63,11,0,9,31,light switch charlie puth
city of gods,"kanye west, alicia keys, fivio foreign",3,2022,2,11,2096,0,107255472,34,3,30,0,0,147,G#,Minor,47,50,80,10,0,32,38,"city of gods kanye west, alicia keys, fivio foreign"
brividi,"mahmood, blanco",2,2022,2,2,1175,0,135079152,34,1,31,0,0,123,G,Major,52,44,60,40,0,26,3,"brividi mahmood, blanco"
lost,frank ocean,1,2012,1,1,29499,11,822239726,124,27,587,0,4,123,A#,Minor,91,49,61,3,0,17,22,lost frank ocean
in da club,50 cent,1,2002,1,1,30427,7,1202722675,235,106,"5,221",1,35,90,F#,Minor,90,79,71,26,0,7,37,in da club 50 cent
she's all i wanna be,tate mcrae,1,2022,2,4,2711,0,343197054,105,12,51,0,12,160,D,Minor,61,65,64,1,0,12,4,she's all i wanna be tate mcrae
ginseng strip 2002,yung lean,1,2013,8,16,4310,0,240769997,13,0,113,1,3,115,C#,Major,60,37,71,8,0,48,4,ginseng strip 2002 yung lean
all for us - from the hbo original series euphoria,"labrinth, zendaya",2,2019,8,4,5342,0,426204830,33,123,7,0,4,141,D#,Major,37,17,67,2,0,34,9,"all for us - from the hbo original series euphoria labrinth, zendaya"
notion,the rare occasions,1,2016,8,5,2393,0,421135627,22,13,65,0,6,160,A,Major,31,30,88,7,0,8,8,notion the rare occasions
formula,labrinth,1,2019,10,4,3444,7,554875730,24,85,102,0,1,145,B,Major,57,23,66,4,6,15,4,formula labrinth
mount everest,labrinth,1,2019,6,21,5443,0,467727006,45,1,80,0,12,89,,Minor,46,43,43,23,8,8,22,mount everest labrinth
excuses,"intense, ap dhillon, gurinder gill",3,2020,7,24,272,4,327498031,7,21,2,0,0,95,F,Minor,84,49,72,8,0,15,8,"excuses intense, ap dhillon, gurinder gill"
cigarettes,juice wrld,1,2021,12,10,975,0,185408548,11,0,10,0,0,160,D,Major,60,47,62,3,0,38,4,cigarettes juice wrld
"cayï¿½ï¿½ la noche (feat. cruz cafunï¿½ï¿½, abhir hathi, bejo, el ima)","quevedo, la pantera, juseph, cruz cafunï¿½ï¿½, bï¿½ï¿½jo, abhir hathi",7,2022,1,14,1034,1,245400167,19,5,12,0,0,174,F,Minor,67,74,75,44,0,7,30,"cayï¿½ï¿½ la noche (feat. cruz cafunï¿½ï¿½, abhir hathi, bejo, el ima) quevedo, la pantera, juseph, cruz cafunï¿½ï¿½, bï¿½ï¿½jo, abhir hathi"
california love - original version (explicit),"dr. dre, 2pac, roger",3,1995,12,28,18773,0,579395142,128,17,"1,663",0,0,92,G,Major,77,76,84,3,0,38,4,"california love - original version (explicit) dr. dre, 2pac, roger"
forgot about dre,"eminem, dr. dre",2,1999,1,1,19067,0,675039469,78,15,"1,674",0,3,134,G#,Major,93,61,74,9,0,17,8,"forgot about dre eminem, dr. dre"
down under (feat. colin hay),"luude, colin hay",2,2021,11,19,3541,2,252871192,57,13,50,1,7,172,B,Minor,31,4,86,1,0,28,17,"down under (feat. colin hay) luude, colin hay"
mujeriego,ryan castro,1,2021,12,17,1492,0,231996128,44,63,91,0,24,80,A,Major,76,92,62,6,0,8,13,mujeriego ryan castro
humble.,kendrick lamar,1,2017,3,30,33206,1,1929770265,284,114,"1,481",0,5,150,C#,Minor,91,42,60,0,0,9,12,humble. kendrick lamar
stan,"eminem, dido",2,1999,11,21,17115,0,918915401,83,63,"4,180",0,0,80,F#,Minor,78,53,74,4,0,45,21,"stan eminem, dido"
contection,"godzz__-, zakaria",2,2020,1,16,6955,0,1180896317,65,45,398,0,1,166,A#,Minor,81,83,75,14,0,29,34,"contection godzz__-, zakaria"
swim,chase atlantic,1,2017,10,4,2742,0,498960285,5,1,62,0,0,120,G#,Major,67,8,54,27,0,8,4,swim chase atlantic
a tu merced,bad bunny,1,2020,2,29,4214,11,685071800,21,20,40,0,0,92,,Major,86,89,79,17,0,11,6,a tu merced bad bunny
numb little bug,em beihold,1,2022,1,28,2026,0,258714692,47,3,42,12,6,85,G#,Minor,74,61,52,30,0,26,9,numb little bug em beihold
212,"mainstreet, chefin",2,2022,1,15,352,0,143139338,10,0,39,0,0,154,D,Minor,79,86,52,66,0,9,7,"212 mainstreet, chefin"
problemï¿½,"alvaro diaz, rauw alejandro",2,2021,10,22,1517,0,209768491,42,7,15,0,4,92,D,Minor,73,37,74,28,0,14,6,"problemï¿½ alvaro diaz, rauw alejandro"
bussin,"nicki minaj, lil baby",2,2022,2,11,847,0,64714573,25,0,14,0,0,140,B,Major,89,75,70,6,0,13,5,"bussin nicki minaj, lil baby"
worst day,future,1,2022,2,11,910,0,50746620,20,3,24,0,0,89,C#,Major,65,60,60,11,0,10,40,worst day future
malvada,zï¿½ï¿½ fe,1,2022,1,28,601,0,154119539,28,73,64,0,0,135,F,Minor,89,89,86,16,0,8,5,malvada zï¿½ï¿½ fe
hrs and hrs,muni long,1,2021,11,19,1800,0,181328253,43,36,46,13,4,140,G#,Minor,51,66,53,60,0,11,18,hrs and hrs muni long
alien blues,vundabar,1,2015,7,24,1930,0,370068639,3,0,28,0,1,82,D#,Major,47,44,76,8,91,9,3,alien blues vundabar
thinking out loud,ed sheeran,1,2014,1,1,33032,0,2280566092,363,129,"3,895",0,28,79,D,Major,78,58,45,47,0,18,3,thinking out loud ed sheeran
still don't know my name,labrinth,1,2019,10,4,6332,0,563902868,47,116,266,0,0,88,F,Major,31,31,63,47,27,21,12,still don't know my name labrinth
christmas tree,v,1,2021,12,24,509,9,317622165,8,106,6,0,8,139,F,Major,44,18,38,70,0,12,4,christmas tree v
mal feito - ao vivo,"marï¿½ï¿½lia mendonï¿½ï¿½a, hugo & g",2,2022,1,14,971,2,291709698,35,104,93,1,0,124,,Minor,73,68,83,55,0,90,7,"mal feito - ao vivo marï¿½ï¿½lia mendonï¿½ï¿½a, hugo & g"
when i r.i.p.,labrinth,1,2019,10,4,2578,0,203680270,8,67,66,0,0,80,G#,Minor,39,45,55,73,0,9,21,when i r.i.p. labrinth
do we have a problem?,"nicki minaj, lil baby",2,2022,2,4,1064,0,81350745,42,1,26,0,0,120,C#,Minor,84,54,51,47,0,12,40,"do we have a problem? nicki minaj, lil baby"
forever,labrinth,1,2019,10,4,3618,0,282883169,21,86,138,0,2,80,E,Minor,56,19,46,92,72,11,3,forever labrinth
gospel (with eminem),"eminem, dr. dre",2,2022,2,4,1040,0,64787943,8,0,29,0,0,117,C#,Major,92,62,86,11,0,24,24,"gospel (with eminem) eminem, dr. dre"
seï¿½ï¿½o,"shawn mendes, camila cabello",2,2019,6,19,15010,2,2484812918,453,50,"1,785",1,8,117,A,Minor,76,77,52,4,0,8,3,"seï¿½ï¿½o shawn mendes, camila cabello"
new magic wand,"tyler, the creator",2,2019,5,16,4708,0,461437791,13,7,55,0,1,140,F,Minor,62,46,73,10,0,67,11,"new magic wand tyler, the creator"
adore you,harry styles,1,2019,12,6,13454,1,1439191367,246,71,519,2,5,99,G#,Major,68,57,77,2,0,10,5,adore you harry styles
la santa,"daddy yankee, bad bunny",2,2020,2,29,4890,20,759208783,52,42,100,0,0,93,C#,Major,74,59,87,3,0,8,5,"la santa daddy yankee, bad bunny"
something in the way - remastered 2021,nirvana,1,1991,9,24,9514,0,368646862,45,27,"1,197",0,43,106,G#,Major,44,8,20,74,42,11,3,something in the way - remastered 2021 nirvana
sweetest pie,"dua lipa, megan thee stallion",2,2022,3,11,3501,0,299634472,69,2,51,11,0,124,G,Major,81,68,63,17,0,10,22,"sweetest pie dua lipa, megan thee stallion"
bam bam (feat. ed sheeran),"camila cabello, ed sheeran",2,2022,3,4,6111,4,756907987,185,40,492,9,35,95,G#,Major,76,96,70,18,0,33,4,"bam bam (feat. ed sheeran) camila cabello, ed sheeran"
una noche en medellï¿½,cris mj,1,2022,1,21,5415,32,682475162,46,16,53,1,2,96,A#,Minor,87,82,53,10,0,5,8,una noche en medellï¿½ cris mj
envolver,anitta,1,2021,11,11,4673,2,546191065,123,113,180,1,4,92,E,Minor,81,40,73,15,0,9,8,envolver anitta
starlight,dave,1,2022,3,3,1856,3,229473310,29,40,31,1,1,124,G,Major,95,36,37,35,0,10,28,starlight dave
hati-hati di jalan,tulus,1,2022,3,3,200,2,202677468,12,4,0,0,0,72,F#,Major,64,76,44,70,9,12,4,hati-hati di jalan tulus
"i'm tired - from ""euphoria"" an original hbo series",labrinth,1,2022,2,4,1888,0,121913181,26,1,58,0,0,71,,Minor,28,26,20,19,0,30,3,"i'm tired - from ""euphoria"" an original hbo series labrinth"
danï¿½ï¿½a,"mc pedrinho, pedro sampaio",2,2022,2,1,911,2,208166039,45,0,99,1,1,135,A,Minor,78,55,57,4,0,10,8,"danï¿½ï¿½a mc pedrinho, pedro sampaio"
yo voy (feat. daddy yankee),zion & lennox,1,2004,5,4,2954,2,527033089,18,82,0,0,5,95,A#,Major,81,56,70,4,0,5,24,yo voy (feat. daddy yankee) zion & lennox
"residente: bzrp music sessions, vol. 49","residente, bizarrap",2,2022,3,3,461,0,94616487,7,11,13,0,0,71,C#,Minor,59,70,74,56,0,11,40,"residente: bzrp music sessions, vol. 49 residente, bizarrap"
jordan,ryan castro,1,2021,4,30,2844,2,394030335,29,2,35,1,0,180,A#,Minor,80,71,68,6,0,10,37,jordan ryan castro
nail tech,jack harlow,1,2022,2,18,2939,0,193443895,42,0,24,0,0,150,E,Minor,65,11,58,0,0,12,9,nail tech jack harlow
chale,eden muï¿½ï,1,2022,2,18,695,11,299648208,16,41,13,1,1,189,G#,Major,55,86,44,40,0,7,4,chale eden muï¿½ï
darari,treasure,1,2022,2,15,328,0,182978249,10,21,7,0,9,85,,Major,72,55,64,49,0,7,4,darari treasure
ya no somos ni seremos,christian nodal,1,2022,2,18,866,16,319757142,27,84,32,7,11,140,G,Major,59,73,45,44,0,34,3,ya no somos ni seremos christian nodal
thinking with my dick,"kevin gates, juicy j",2,2013,7,16,1550,0,109091573,0,0,14,0,0,81,,Major,77,68,70,6,0,17,20,"thinking with my dick kevin gates, juicy j"
freaky deaky,"tyga, doja cat",2,2022,2,25,1729,0,153240879,26,1,19,0,0,104,D,Minor,80,24,65,2,0,9,4,"freaky deaky tyga, doja cat"
this is what falling in love feels like,jvke,1,2021,9,3,2005,0,346127840,16,5,43,0,7,129,B,Major,42,33,44,62,0,8,6,this is what falling in love feels like jvke
la zona,bad bunny,1,2020,2,29,1188,0,312622938,13,1,15,0,1,94,C#,Minor,76,81,80,20,0,25,4,la zona bad bunny
bohemian rhapsody - remastered 2011,queen,1,1975,10,31,40112,3,2197010679,321,162,"5,691",8,17,71,,Minor,41,23,40,27,0,30,5,bohemian rhapsody - remastered 2011 queen
hope,xxxtentacion,1,2018,3,16,3659,0,1200808494,11,10,267,0,7,146,A,Minor,59,23,46,66,0,15,6,hope xxxtentacion
levitating,dua lipa,1,2020,3,27,9833,0,797196073,233,82,531,1,1,103,F#,Minor,69,90,88,5,0,29,8,levitating dua lipa
wake me up - radio edit,avicii,1,2013,1,1,50887,34,1970673297,315,160,"6,284",1,46,124,D,Major,53,66,78,0,0,16,5,wake me up - radio edit avicii
"jealousy, jealousy",olivia rodrigo,1,2021,5,21,3257,0,665765558,10,0,70,0,0,164,A#,Minor,70,71,58,24,0,7,13,"jealousy, jealousy olivia rodrigo"
monï¿½ï¿½y so,yeat,1,2021,9,10,1473,0,263779030,2,0,12,0,10,138,D,Major,69,35,57,12,0,10,9,monï¿½ï¿½y so yeat
demasiadas mujeres,c. tangana,1,2020,10,8,2226,0,339473453,36,2,11,0,14,126,A,Minor,67,37,46,13,0,10,39,demasiadas mujeres c. tangana
something just like this,"the chainsmokers, coldplay",2,2017,2,22,23375,21,2204080728,336,188,"2,692",3,30,103,B,Minor,61,47,65,3,0,17,4,"something just like this the chainsmokers, coldplay"
closer,"the chainsmokers, halsey",2,2016,5,31,28032,0,2591224264,315,159,"2,179",0,44,95,G#,Major,75,64,52,41,0,11,3,"closer the chainsmokers, halsey"
o.o,nmixx,1,2022,2,22,290,0,135444283,9,66,10,0,0,200,B,Minor,39,28,77,4,0,6,29,o.o nmixx
somebody that i used to know,"gotye, kimbra",2,2011,1,1,42798,0,1457139296,217,136,"6,508",1,,129,,Major,86,75,52,54,0,10,4,"somebody that i used to know gotye, kimbra"
tom's diner,"annenmaykantereit, giant rooks",2,2019,6,28,2605,0,236872197,15,48,50,0,3,98,F#,Minor,68,33,43,38,0,36,14,"tom's diner annenmaykantereit, giant rooks"
first class,jack harlow,1,2022,4,8,8737,0,694525298,163,32,137,15,12,107,G#,Major,91,32,56,3,0,11,10,first class jack harlow
plan a,paulo londra,1,2022,3,23,1105,0,240661097,32,0,19,0,0,174,,Major,58,56,83,5,0,7,4,plan a paulo londra
fuera del mercado,danny ocean,1,2022,2,17,2499,21,421365166,68,24,43,1,0,92,G#,Major,45,27,67,32,0,13,14,fuera del mercado danny ocean
x ï¿½ï¿½ltima,"daddy yankee, bad bunny",2,2022,3,25,2697,1,349746291,55,3,32,0,0,90,G,Major,81,59,83,9,0,11,5,"x ï¿½ï¿½ltima daddy yankee, bad bunny"
when you're gone,shawn mendes,1,2022,3,31,2092,0,255120451,75,11,44,0,14,147,F,Major,60,58,69,2,0,58,4,when you're gone shawn mendes
in my head,lil tjay,1,2022,4,1,1185,0,190981339,21,0,31,0,0,143,C#,Major,68,41,55,16,0,10,12,in my head lil tjay
wait a minute!,willow,1,2015,1,11,11985,0,924193303,79,80,250,3,10,101,D#,Minor,76,63,71,3,0,10,3,wait a minute! willow
love dive,ive,1,2022,4,5,753,8,305771063,28,124,13,0,1,118,C#,Minor,70,54,71,0,0,33,4,love dive ive
pantysito,"feid, alejo, robi",3,2022,3,18,2995,0,273005485,49,17,30,0,0,98,G,Minor,83,63,74,14,0,16,6,"pantysito feid, alejo, robi"
chance,paulo londra,1,2022,4,6,225,0,89566512,11,0,7,0,0,138,C#,Minor,72,22,46,24,0,9,6,chance paulo londra
cool for the summer,demi lovato,1,2015,1,1,9243,0,677389855,155,5,577,0,6,114,F,Minor,59,30,62,1,0,8,4,cool for the summer demi lovato
psychofreak (feat. willow),"camila cabello, willow",2,2022,4,7,918,0,75476209,24,0,52,0,0,180,G,Minor,63,45,64,34,0,9,8,"psychofreak (feat. willow) camila cabello, willow"
angel baby,troye sivan,1,2021,9,9,1959,9,408843328,52,25,32,0,10,145,B,Major,56,41,57,1,0,13,3,angel baby troye sivan
vampiro,"matuï¿½ï¿½, wiu,",3,2022,1,30,540,4,187772591,26,3,39,0,0,115,G#,Minor,78,63,64,1,0,7,4,"vampiro matuï¿½ï¿½, wiu,"
si quieren frontear,"de la ghetto, duki, quevedo",3,2022,3,31,859,0,178512385,14,0,11,0,0,82,A#,Major,79,48,84,13,0,21,23,"si quieren frontear de la ghetto, duki, quevedo"
